Token,Uid,Link,Affiliation
ron4congress,9.51931E+17,https://twitter.com/ron4congress,
Scotttaylorva,42337890,https://twitter.com/Scotttaylorva,
BetsyforIL,8.79714E+17,https://twitter.com/BetsyforIL,
Bishop4House,9.40365E+17,https://twitter.com/Bishop4House,
Benny4Congress,3167847621,https://twitter.com/Benny4Congress,
BillPascrell,74508260,https://twitter.com/BillPascrell,
amthomasiv,321197548,https://twitter.com/amthomasiv,
RepZoeLofgren,267938462,https://twitter.com/RepZoeLofgren,
Benno4Congress,9.8465E+17,https://twitter.com/Benno4Congress,
BuckForColorado,34959770,https://twitter.com/BuckForColorado,
SriPKulkarni,307808408,https://twitter.com/SriPKulkarni,
RepTroyRay,2258292853,https://twitter.com/RepTroyRay,
BrentforPA13,9.68935E+17,https://twitter.com/BrentforPA13,
DwightEvansPA,4069841354,https://twitter.com/DwightEvansPA,
ScottWallacePA,9.5586E+17,https://twitter.com/ScottWallacePA,
CarolMillerWV,841994444,https://twitter.com/CarolMillerWV,
Boerio4Congress,9.8025E+17,https://twitter.com/Boerio4Congress,
ConorLambPA,8.5524E+17,https://twitter.com/ConorLambPA,
DeFazio4Oregon,195115786,https://twitter.com/DeFazio4Oregon,
ACampaNajjar,274440617,https://twitter.com/ACampaNajjar,
Robert_Aderholt,76452765,https://twitter.com/Robert_Aderholt,
BostForCongress,2282437802,https://twitter.com/BostForCongress,
BrucePoliquin,35870854,https://twitter.com/BrucePoliquin,
CongressmanGT,18967498,https://twitter.com/CongressmanGT,
drjimmaxwell,9.48971E+17,https://twitter.com/drjimmaxwell,
DrewFergusonGA,6.94985E+17,https://twitter.com/DrewFergusonGA,
CongMikeSimpson,76132891,https://twitter.com/CongMikeSimpson,
BobCohen1,322352431,https://twitter.com/BobCohen1,
BryanKellyPugh,9.68676E+17,https://twitter.com/BryanKellyPugh,
Clure4Congress,8.58654E+17,https://twitter.com/Clure4Congress,
RobBishopUT,7.12783E+17,https://twitter.com/RobBishopUT,
DanDeBono,2178636368,https://twitter.com/DanDeBono,
BYHi67,367324218,https://twitter.com/BYHi67,
FrankPallone,31801993,https://twitter.com/FrankPallone,
SpencerCongress,9.27769E+17,https://twitter.com/SpencerCongress,
AntonioSabatoJr,27915028,https://twitter.com/AntonioSabatoJr,
SenatorSylvia,40557819,https://twitter.com/SenatorSylvia,
BillforNY24,9.55891E+17,https://twitter.com/BillforNY24,
Ron_Dinicola,9.70882E+17,https://twitter.com/Ron_Dinicola,
CristinaOsmena,9.98244E+17,https://twitter.com/CristinaOsmena,
DecideonDesai,9.29861E+17,https://twitter.com/DecideonDesai,
ElizabethHeng,9.3558E+17,https://twitter.com/ElizabethHeng,
marlalivengood,80901183,https://twitter.com/marlalivengood,
PatriotNotPol,130798456,https://twitter.com/PatriotNotPol,
LeeAuman2018,9.46617E+17,https://twitter.com/LeeAuman2018,
Mike_CA05,3612420317,https://twitter.com/Mike_CA05,
peacock4ca42,8.24795E+17,https://twitter.com/peacock4ca42,
Electdavidscott,170341758,https://twitter.com/Electdavidscott,
Cline4Virginia,40264497,https://twitter.com/Cline4Virginia,
MarkReed2014,2232430632,https://twitter.com/MarkReed2014,
Jim_Banks,14836282,https://twitter.com/Jim_Banks,
DustyJohnson,140529899,https://twitter.com/DustyJohnson,
realJohnMcCann,9.4078E+17,https://twitter.com/realJohnMcCann,
Mccallforall,8.49074E+17,https://twitter.com/Mccallforall,
TimBjorkmanSD,242732359,https://twitter.com/TimBjorkmanSD,
DrJoeProfit,1232333084,https://twitter.com/DrJoeProfit,
JustinFareed,353250833,https://twitter.com/JustinFareed,
JaniceforNM,339310770,https://twitter.com/JaniceforNM,
AndyKimNJ,24215154,https://twitter.com/AndyKimNJ,
RealHermanWest,1.00112E+18,https://twitter.com/RealHermanWest,
RepChrisSmith,1289319271,https://twitter.com/RepChrisSmith,
PaulDilks,522799012,https://twitter.com/PaulDilks,
BlumforCongress,1268220421,https://twitter.com/BlumforCongress,
JenniferWexton,2212905492,https://twitter.com/JenniferWexton,
flynndbroadyjr,9.79105E+17,https://twitter.com/flynndbroadyjr,
dannyoconnor1,37824038,https://twitter.com/dannyoconnor1,
Buddy_Carter,295712099,https://twitter.com/Buddy_Carter,
Clint4Congress,9.8599E+17,https://twitter.com/Clint4Congress,
golden4congress,9.00517E+17,https://twitter.com/golden4congress,
WilliamsForMT,263345878,https://twitter.com/WilliamsForMT,
XochforCongress,427872569,https://twitter.com/XochforCongress,
AjaforCongress,8.70453E+17,https://twitter.com/AjaforCongress,
LeslieCockburn,8.57243E+17,https://twitter.com/LeslieCockburn,
DannyTarkanian,64465025,https://twitter.com/DannyTarkanian,
VoteVicente,4632984534,https://twitter.com/VoteVicente,
JimmyGomezCA,398193180,https://twitter.com/JimmyGomezCA,
AdrBell,566806945,https://twitter.com/AdrBell,
GinaOrtizJones,8.46412E+17,https://twitter.com/GinaOrtizJones,
Tom_Suozzi,18907639,https://twitter.com/Tom_Suozzi,
SiegelForTexas,9.3702E+17,https://twitter.com/SiegelForTexas,
chrisdepizzo,60475992,https://twitter.com/chrisdepizzo,
PearlKimPA,8.5248E+17,https://twitter.com/PearlKimPA,
clarketucker,275048169,https://twitter.com/clarketucker,
JenniferForVA,9.59532E+17,https://twitter.com/JenniferForVA,
francysjohnson,36339531,https://twitter.com/francysjohnson,
DaveForIowa,583486767,https://twitter.com/DaveForIowa,
joshuamahony,76038071,https://twitter.com/joshuamahony,
katieporteroc,617266600,https://twitter.com/katieporteroc,
JefferyADoveJr,7.6849E+17,https://twitter.com/JefferyADoveJr,
audrey4congress,9.47533E+17,https://twitter.com/audrey4congress,
Donald_McEachin,459051498,https://twitter.com/Donald_McEachin,
AnthonyBrownMD4,1378000346,https://twitter.com/AnthonyBrownMD4,
Denver4VA,8.18508E+17,https://twitter.com/Denver4VA,
claudiatenney,756285384,https://twitter.com/claudiatenney,
mgrohman,229230544,https://twitter.com/mgrohman,
voteloucorrea,7.46481E+17,https://twitter.com/voteloucorrea,
Yvette4congress,8.98788E+17,https://twitter.com/Yvette4congress,
DonBeyerVA,2319503065,https://twitter.com/DonBeyerVA,
RepHalRogers,550401754,https://twitter.com/RepHalRogers,
KimberlinBrown,327689443,https://twitter.com/KimberlinBrown,
JerryNadler,408816873,https://twitter.com/JerryNadler,
RepBonamici,558769636,https://twitter.com/RepBonamici,
DrPeters4Iowa,7.14879E+17,https://twitter.com/DrPeters4Iowa,
GilCisnerosCA,8.76894E+17,https://twitter.com/GilCisnerosCA,
AmodeiForNevada,85689484,https://twitter.com/AmodeiForNevada,
tosone4congress,8.94239E+17,https://twitter.com/tosone4congress,
FilemonVela,790194992,https://twitter.com/FilemonVela,
MarkLorch,842578993,https://twitter.com/MarkLorch,
morganmurtaugh,567769553,https://twitter.com/morganmurtaugh,
RichPezzulloNJ,2314322184,https://twitter.com/RichPezzulloNJ,
ElaineLuriaVA,9.50111E+17,https://twitter.com/ElaineLuriaVA,
Kennedy4Alabama,9.52296E+17,https://twitter.com/Kennedy4Alabama,
TJCoxCongress,8.82844E+17,https://twitter.com/TJCoxCongress,
hank4ky,9.50227E+17,https://twitter.com/hank4ky,
RyanMcAdams4VA,9.40387E+17,https://twitter.com/RyanMcAdams4VA,
SusanBrooksIN,344201516,https://twitter.com/SusanBrooksIN,
DianeHarkey,61035896,https://twitter.com/DianeHarkey,
DTorres4cong,9.94976E+17,https://twitter.com/DTorres4cong,
flacc4congress,3439541489,https://twitter.com/flacc4congress,
McCaulforTexas,743601590,https://twitter.com/McCaulforTexas,
Vote_Chuck,8.65243E+17,https://twitter.com/Vote_Chuck,
Morse4America,3243006365,https://twitter.com/Morse4America,
McCauley4PA,1.00692E+18,https://twitter.com/McCauley4PA,
EliseStefanik,109579534,https://twitter.com/EliseStefanik,
AndrewFGrant,157509937,https://twitter.com/AndrewFGrant,
Bonnie4Congress,1473761198,https://twitter.com/Bonnie4Congress,
Ron4California,18964092,https://twitter.com/Ron4California,
Kelly4SouthrnIL,8.77262E+17,https://twitter.com/Kelly4SouthrnIL,
McNeil4Congress,319793505,https://twitter.com/McNeil4Congress,
haganstrategies,9.55223E+17,https://twitter.com/haganstrategies,
VoteThornton,9.4937E+17,https://twitter.com/VoteThornton,
Carolyn4GA7,8.81223E+17,https://twitter.com/Carolyn4GA7,
Davis4Maryland,8.84781E+17,https://twitter.com/Davis4Maryland,
dinatitus,17907578,https://twitter.com/dinatitus,
Griggs4Md7,9.83499E+17,https://twitter.com/Griggs4Md7,
JimConditJr,18038678,https://twitter.com/JimConditJr,
joeforvirginia,9.6416E+17,https://twitter.com/joeforvirginia,
Johnny_Congress,557046603,https://twitter.com/Johnny_Congress,
JosephKopser,606517190,https://twitter.com/JosephKopser,
repjoecrowley,111635980,https://twitter.com/repjoecrowley,
RepMarthaRoby,224294785,https://twitter.com/RepMarthaRoby,
rufo4congress,9.57413E+17,https://twitter.com/rufo4congress,
shaunbrown2nd,7.77174E+17,https://twitter.com/shaunbrown2nd,
GregoryForNY2,3254017719,https://twitter.com/GregoryForNY2,
BigJoeLiberty,7.26302E+17,https://twitter.com/BigJoeLiberty,
CJHargrove_SI,1.0111E+18,https://twitter.com/CJHargrove_SI,
diane_harkey,1156596734,https://twitter.com/diane_harkey,
DougForMT,8.46105E+17,https://twitter.com/DougForMT,
TheBenjaminHdz,9.67579E+17,https://twitter.com/TheBenjaminHdz,
AdirondacKatie,8.36068E+17,https://twitter.com/AdirondacKatie,
RashidaTlaib,435331179,https://twitter.com/RashidaTlaib,
AyannaPressley,31013444,https://twitter.com/AyannaPressley,
WilliamKeating,95546148,https://twitter.com/WilliamKeating,
TomOHalleran,2573587962,https://twitter.com/TomOHalleran,
standwithraul,135623073,https://twitter.com/standwithraul,
hiral4congress,8.87364E+17,https://twitter.com/hiral4congress,
vote4ges,9.67104E+17,https://twitter.com/vote4ges,
nancysoderberg,225249270,https://twitter.com/nancysoderberg,
votesanjaypatel,9.57227E+17,https://twitter.com/votesanjaypatel,
DanaforCongress,9.60348E+17,https://twitter.com/DanaforCongress,
CharlieCrist,38970940,https://twitter.com/CharlieCrist,
KristenForFL,9.93545E+17,https://twitter.com/KristenForFL,
April4Congress,24229038,https://twitter.com/April4Congress,
holden2018,9.01527E+17,https://twitter.com/holden2018,
LoisFrankel,349296252,https://twitter.com/LoisFrankel,
DWStweets,115979444,https://twitter.com/DWStweets,
DonnaShalala,7.3772E+17,https://twitter.com/DonnaShalala,
KindforCongress,156045092,https://twitter.com/KindforCongress,
Gwen4Congress,784965392,https://twitter.com/Gwen4Congress,
DanKohlWI,8.70708E+17,https://twitter.com/DanKohlWI,
beauforcongress,9.07376E+17,https://twitter.com/beauforcongress,
danielfeehan,163845877,https://twitter.com/danielfeehan,
deanbphillips,39894447,https://twitter.com/deanbphillips,
IlhanMN,783792992,https://twitter.com/IlhanMN,
collinpeterson,115676070,https://twitter.com/collinpeterson,
JohnLarsonCT,155585373,https://twitter.com/JohnLarsonCT,
Rosa_DeLauro,893496121,https://twitter.com/Rosa_DeLauro,
AnitaMalik,5019861,https://twitter.com/AnitaMalik,
val_demings,3404875323,https://twitter.com/val_demings,
DrJMZimmerman,9.60241E+17,https://twitter.com/DrJMZimmerman,
KatyforCongress,9.54422E+17,https://twitter.com/KatyforCongress,
Vote4Cleaver,801478506,https://twitter.com/Vote4Cleaver,
hmforcongress,9.42053E+17,https://twitter.com/hmforcongress,
Schoolcraft4Mo,9.71931E+17,https://twitter.com/Schoolcraft4Mo,
ellis4missouri,9.48234E+17,https://twitter.com/ellis4missouri,
cathyalbro,9.63503E+17,https://twitter.com/cathyalbro,
dankildee,18674498,https://twitter.com/dankildee,
MattLongjohn,8.87301E+17,https://twitter.com/MattLongjohn,
gdriskell,41467849,https://twitter.com/gdriskell,
ElissaSlotkin,8.60548E+17,https://twitter.com/ElissaSlotkin,
Andy_Levin,21061366,https://twitter.com/Andy_Levin,
electbizon2018,9.64229E+17,https://twitter.com/electbizon2018,
BrendaLLawrence,54300515,https://twitter.com/BrendaLLawrence,
LapoliceAlan,1.00556E+18,https://twitter.com/LapoliceAlan,
sharicedavids,9.50953E+17,https://twitter.com/sharicedavids,
JamesThompsonKS,8.23411E+17,https://twitter.com/JamesThompsonKS,
martyo4congress,8.98728E+17,https://twitter.com/martyo4congress,
DMMD4TNCongress,582403916,https://twitter.com/DMMD4TNCongress,
MariahNPhillips,250261721,https://twitter.com/MariahNPhillips,
CoopForCongress,600470774,https://twitter.com/CoopForCongress,
Barlow4Congress,9.65697E+17,https://twitter.com/Barlow4Congress,
Kanew,17524863,https://twitter.com/Kanew,
TulsiGabbard,26637348,https://twitter.com/TulsiGabbard,
ReneeHoagenson,220367244,https://twitter.com/ReneeHoagenson,
HaleyLive,391445643,https://twitter.com/HaleyLive,
DebDingell,2361650234,https://twitter.com/DebDingell,
PaulDavisKS,366078108,https://twitter.com/PaulDavisKS,
ReElectCohen,34884583,https://twitter.com/ReElectCohen,
DrRobDavidson,8.46801E+17,https://twitter.com/DrRobDavidson,
RVHoyos,9.09183E+17,https://twitter.com/RVHoyos,
cortvo,713273353,https://twitter.com/cortvo,
McGovernMA,128664931,https://twitter.com/McGovernMA,
joekennedy,461720085,https://twitter.com/joekennedy,
sethmoulton,248495200,https://twitter.com/sethmoulton,
LisaBRochester,4049197462,https://twitter.com/LisaBRochester,
Ann_Kirkpatrick,272004287,https://twitter.com/Ann_Kirkpatrick,
joangreeneaz,8.48592E+17,https://twitter.com/joangreeneaz,
RubenGallego,49217025,https://twitter.com/RubenGallego,
gregstantonaz,218292287,https://twitter.com/gregstantonaz,
bobrackleff,473477258,https://twitter.com/bobrackleff,
YvonneHinsonFL,9.50563E+17,https://twitter.com/YvonneHinsonFL,
SMurphyCongress,7.45373E+17,https://twitter.com/SMurphyCongress,
DarrenSoto,1730030220,https://twitter.com/DarrenSoto,
ChrisHunterFL,9.46175E+17,https://twitter.com/ChrisHunterFL,
KathyCastorFL,7.56124E+17,https://twitter.com/KathyCastorFL,
Shapiro4FL16,9.20378E+17,https://twitter.com/Shapiro4FL16,
laurenbaer,37027428,https://twitter.com/laurenbaer,
alcee4congress,2348492935,https://twitter.com/alcee4congress,
TedDeutch,65541270,https://twitter.com/TedDeutch,
IronStache,292083207,https://twitter.com/IronStache,
MarkPocan,309070309,https://twitter.com/MarkPocan,
tomforwi,8.88148E+17,https://twitter.com/tomforwi,
vetfordemocracy,2882981512,https://twitter.com/vetfordemocracy,
WelchForVT,499109830,https://twitter.com/WelchForVT,
VoteBetty,164414525,https://twitter.com/VoteBetty,
IanToddforMN,8.71518E+17,https://twitter.com/IanToddforMN,
joeradinovich,179993806,https://twitter.com/joeradinovich,
jahimes,31611298,https://twitter.com/jahimes,
AlLawsonJr,88291132,https://twitter.com/AlLawsonJr,
DebbieforFL,7.50047E+17,https://twitter.com/DebbieforFL,
AngieCraigMN,411861905,https://twitter.com/AngieCraigMN,
JoeCourtneyCT,183351637,https://twitter.com/JoeCourtneyCT,
Tracy4Congress,9.75935E+17,https://twitter.com/Tracy4Congress,
HugoCongress,9.84145E+17,https://twitter.com/HugoCongress,
PDTedeschi,813828162,https://twitter.com/PDTedeschi,
BarzeeFlores,8.89884E+17,https://twitter.com/BarzeeFlores,
JRutherfordFL,7.33673E+17,https://twitter.com/JRutherfordFL,
Florida_CD5,60470820,https://twitter.com/Florida_CD5,
Mike_Miller_FL,16874913,https://twitter.com/Mike_Miller_FL,
gbuck_jr,9.41768E+17,https://twitter.com/gbuck_jr,
BrianMastFL,3170031728,https://twitter.com/BrianMastFL,
NicolasKimazFL,939335761,https://twitter.com/NicolasKimazFL,
MarioDBCamp,374816353,https://twitter.com/MarioDBCamp,
MaElviraSalazar,40282700,https://twitter.com/MaElviraSalazar,
LeaPeterson,14644829,https://twitter.com/LeaPeterson,
DavidSchweikert,21509894,https://twitter.com/DavidSchweikert,
steveferraramd,8.65734E+17,https://twitter.com/steveferraramd,
DonYoungAK,2559398984,https://twitter.com/DonYoungAK,
toftforcongress,9.1858E+17,https://twitter.com/toftforcongress,
Duffy4Wisconsin,18229117,https://twitter.com/Duffy4Wisconsin,
JimHagedornMN,1729773254,https://twitter.com/JimHagedornMN,
Erik_Paulsen,89001820,https://twitter.com/Erik_Paulsen,
DHughesCongress,7.3316E+17,https://twitter.com/DHughesCongress,
Nye4Congress,1.00675E+18,https://twitter.com/Nye4Congress,
becongress,8.21961E+17,https://twitter.com/becongress,
AnnLWagner,219010139,https://twitter.com/AnnLWagner,
VickyH4Congress,7.5259E+17,https://twitter.com/VickyH4Congress,
RepSamGraves,29766367,https://twitter.com/RepSamGraves,
JasonSmithMO,26653478,https://twitter.com/JasonSmithMO,
billhuizenga,23820360,https://twitter.com/billhuizenga,
JohnMoolenaar,41198239,https://twitter.com/JohnMoolenaar,
ElectMikeBishop,2485713498,https://twitter.com/ElectMikeBishop,
Vote_JeffJones,2334333888,https://twitter.com/Vote_JeffJones,
KevinYoder,26324609,https://twitter.com/KevinYoder,
tndesjarlais,27775884,https://twitter.com/tndesjarlais,
DavidKustoff,317386234,https://twitter.com/DavidKustoff,
Vern2014,41403889,https://twitter.com/Vern2014,
Santos4Congress,9.89324E+17,https://twitter.com/Santos4Congress,
UptonForAllOfUs,153507902,https://twitter.com/UptonForAllOfUs,
PaulMitchell4us,2432472228,https://twitter.com/PaulMitchell4us,
JenZ4MN,9.92208E+17,https://twitter.com/JenZ4MN,
KatherineClark,23201727,https://twitter.com/KatherineClark,
RepStephenLynch,310310133,https://twitter.com/RepStephenLynch,
TedYoho,274164368,https://twitter.com/TedYoho,
RickGreenMA,972714392,https://twitter.com/RickGreenMA,
JoeSchneiderMA,9.78465E+17,https://twitter.com/JoeSchneiderMA,
mattgaetz,58579942,https://twitter.com/mattgaetz,
michaelgwaltz,833673914,https://twitter.com/michaelgwaltz,
WebsterCongress,136526394,https://twitter.com/WebsterCongress,
RossSpano,605615715,https://twitter.com/RossSpano,
gregsteube,21924842,https://twitter.com/gregsteube,
FrancisRooney,4433285713,https://twitter.com/FrancisRooney,
JoeKaufmanUSA,384649049,https://twitter.com/JoeKaufmanUSA,
carloslcurbelo,1177437224,https://twitter.com/carloslcurbelo,
WendyRogersAZ,96502351,https://twitter.com/WendyRogersAZ,
PiersonCongress,1.00299E+18,https://twitter.com/PiersonCongress,
andybiggs4az,7.02601E+17,https://twitter.com/andybiggs4az,
DebbieLesko,34715823,https://twitter.com/DebbieLesko,
Liz_Cheney,98471035,https://twitter.com/Liz_Cheney,
BryanSteilforWI,9.86424E+17,https://twitter.com/BryanSteilforWI,
GrothmanforWI,2432952828,https://twitter.com/GrothmanforWI,
MikeforWI,1558285818,https://twitter.com/MikeforWI,
Jason2CD,20934272,https://twitter.com/Jason2CD,
GregTRyan4US,7.51526E+17,https://twitter.com/GregTRyan4US,
tomemmer,72431423,https://twitter.com/tomemmer,
PeteStauber,8.8307E+17,https://twitter.com/PeteStauber,
hiro4you2,26759464,https://twitter.com/hiro4you2,
JahanaHayesCT,9.91721E+17,https://twitter.com/JahanaHayesCT,
vroman_robert,1158299138,https://twitter.com/vroman_robert,
auctnr1,21572351,https://twitter.com/auctnr1,
JackBergman_MI1,7.51799E+17,https://twitter.com/JackBergman_MI1,
justinamash,233842454,https://twitter.com/justinamash,
TWines4congress,9.30213E+17,https://twitter.com/TWines4congress,
TimWalberg,146099856,https://twitter.com/TimWalberg,
CandiusStearns,28249272,https://twitter.com/CandiusStearns,
LuetkemeyerB,2554870803,https://twitter.com/LuetkemeyerB,
JacobTurk,36077707,https://twitter.com/JacobTurk,
Steve4Kansas,129259273,https://twitter.com/Steve4Kansas,
timburchett,353890966,https://twitter.com/timburchett,
JohnRoseforTN,8.94941E+17,https://twitter.com/JohnRoseforTN,
DrMarkGreen4TN,93412074,https://twitter.com/DrMarkGreen4TN,
DunnCampaign,3433189197,https://twitter.com/DunnCampaign,
HarryForCT,9.43466E+17,https://twitter.com/HarryForCT,
LenaEpstein,7.12194E+17,https://twitter.com/LenaEpstein,
JimFrancisLA01,9.69301E+17,https://twitter.com/JimFrancisLA01,
tammyforla,9.93926E+17,https://twitter.com/tammyforla,
RobAnderson2018,9.63223E+17,https://twitter.com/RobAnderson2018,
VoteMimi,9.76674E+17,https://twitter.com/VoteMimi,
garretgraves,587100576,https://twitter.com/garretgraves,
GeauxScalise,2746741969,https://twitter.com/GeauxScalise,
CedricRichmond,142419647,https://twitter.com/CedricRichmond,
CaptClayHiggins,1.01105E+18,https://twitter.com/CaptClayHiggins,
ElectBergmann,93303821,https://twitter.com/ElectBergmann,
EddieEdwardsNH,2539013224,https://twitter.com/EddieEdwardsNH,
ChrisPappasNH,574799823,https://twitter.com/ChrisPappasNH,
AlanLaPolice,1880885156,https://twitter.com/AlanLaPolice,
Amanda4Congress,9.6604E+17,https://twitter.com/Amanda4Congress,
Armstrong_ND,9.64997E+17,https://twitter.com/Armstrong_ND,
BettyMcCollum04,516880804,https://twitter.com/BettyMcCollum04,
Cadien4Congress,546561155,https://twitter.com/Cadien4Congress,
CharlieSchaupp,1.02598E+18,https://twitter.com/CharlieSchaupp,
ChristineForWA,8.74315E+17,https://twitter.com/ChristineForWA,
DennyHeck,64248024,https://twitter.com/DennyHeck,
Dewitt4Congress,9.23357E+17,https://twitter.com/Dewitt4Congress,
DonaldPayneJr,571909015,https://twitter.com/DonaldPayneJr,
DrPhilRoe,52503751,https://twitter.com/DrPhilRoe,
ElectBrannon,9.3053E+17,https://twitter.com/ElectBrannon,
ElectRodney,586076955,https://twitter.com/ElectRodney,
FrankDLucas,389017497,https://twitter.com/FrankDLucas,
HornForCongress,8.8085E+17,https://twitter.com/HornForCongress,
JakeEllzey,2178511998,https://twitter.com/JakeEllzey,
JeffVanDrew,4858668557,https://twitter.com/JeffVanDrew,
JoyceBentleyCD1,9.82971E+17,https://twitter.com/JoyceBentleyCD1,
KClarkCongress,1344624558,https://twitter.com/KClarkCongress,
LacyClayMO1,584912320,https://twitter.com/LacyClayMO1,
LeeDugas2001,65846554,https://twitter.com/LeeDugas2001,
LloydPrinceton,9.49151E+17,https://twitter.com/LloydPrinceton,
MWILSON8,9.99853E+17,https://twitter.com/MWILSON8,
MarioDB,37094727,https://twitter.com/MarioDB,
MayorStanton,1.00443E+18,https://twitter.com/MayorStanton,
MikeJohnson,4849654052,https://twitter.com/MikeJohnson,
MitranoForNY23,9.39964E+17,https://twitter.com/MitranoForNY23,
RandyHultgren,78387677,https://twitter.com/RandyHultgren,
RepAdrianSmith,296245061,https://twitter.com/RepAdrianSmith,
RepChuck,235190657,https://twitter.com/RepChuck,
RepDarrenSoto,8.18713E+17,https://twitter.com/RepDarrenSoto,
RepDelBene,995193054,https://twitter.com/RepDelBene,
kennethmejiaLA,7.20266E+17,https://twitter.com/kennethmejiaLA,
RepGwenMoore,22669526,https://twitter.com/RepGwenMoore,
RepHartzler,237763317,https://twitter.com/RepHartzler,
RepJasonSmith,1623308912,https://twitter.com/RepJasonSmith,
RepJoeCourtney,85396297,https://twitter.com/RepJoeCourtney,
RepMcGovern,242426145,https://twitter.com/RepMcGovern,
RepNewhouse,2930635215,https://twitter.com/RepNewhouse,
RepRichardNeal,442824717,https://twitter.com/RepRichardNeal,
RepSeanDuffy,234022257,https://twitter.com/RepSeanDuffy,
RepTedYoho,1071900114,https://twitter.com/RepTedYoho,
RepWalterJones,26778110,https://twitter.com/RepWalterJones,
RepWilson,234014087,https://twitter.com/RepWilson,
RobbinsforOK,612838216,https://twitter.com/RobbinsforOK,
RogerMarshallMD,1240107944,https://twitter.com/RogerMarshallMD,
RpSensenbrenner,301122145,https://twitter.com/RpSensenbrenner,
RyanDowning2018,7.19705E+17,https://twitter.com/RyanDowning2018,
SenTedCruz,1074480192,https://twitter.com/SenTedCruz,
SteveRussellOK,2364258930,https://twitter.com/SteveRussellOK,
TJG4GA,1.01966E+18,https://twitter.com/TJG4GA,
TomColeOK04,23124635,https://twitter.com/TomColeOK04,
USRep_Keating,404926262,https://twitter.com/USRep_Keating,
Verone4Congress,32972826,https://twitter.com/Verone4Congress,
VoteJessee,1.02977E+18,https://twitter.com/VoteJessee,
VoteMattMcCall,1228373941,https://twitter.com/VoteMattMcCall,
YoungKimCD39,2355919591,https://twitter.com/YoungKimCD39,
andiesaizan,9.87032E+17,https://twitter.com/andiesaizan,
barrforcongress,115186195,https://twitter.com/barrforcongress,
camcavasso,141036249,https://twitter.com/camcavasso,
coffmanforco,112781983,https://twitter.com/coffmanforco,
electadamsmith,50789200,https://twitter.com/electadamsmith,
gipson4congress,9.8417E+17,https://twitter.com/gipson4congress,
guild4congress,125497871,https://twitter.com/guild4congress,
jn4ush,8.99372E+17,https://twitter.com/jn4ush,
joshua_harder,438665212,https://twitter.com/joshua_harder,
lcmoser,115666612,https://twitter.com/lcmoser,
letitiaplummer,8.68876E+17,https://twitter.com/letitiaplummer,
lisa4congress,84426342,https://twitter.com/lisa4congress,
mac4northdakota,8.79128E+17,https://twitter.com/mac4northdakota,
rep_adam_smith,2186940505,https://twitter.com/rep_adam_smith,
repcleaver,163570705,https://twitter.com/repcleaver,
repdavidscott,168673083,https://twitter.com/repdavidscott,
repdonyoung,37007274,https://twitter.com/repdonyoung,
repjimcooper,22523087,https://twitter.com/repjimcooper,
rosadelauro,140519774,https://twitter.com/rosadelauro,
ryantrundleCD4,9.69388E+17,https://twitter.com/ryantrundleCD4,
salforcongress,7.13093E+17,https://twitter.com/salforcongress,
studlydevine,475050611,https://twitter.com/studlydevine,
votejosh2018,1.01127E+18,https://twitter.com/votejosh2018,
AustinScott4GA,31191969,https://twitter.com/AustinScott4GA,
ColeForCongress,57438769,https://twitter.com/ColeForCongress,
DrLarryBucshon,80956768,https://twitter.com/DrLarryBucshon,
DrPaulGosar,8.72149E+17,https://twitter.com/DrPaulGosar,
ElectJimBaird,123563657,https://twitter.com/ElectJimBaird,
JohnsonLeads,81207735,https://twitter.com/JohnsonLeads,
JudgeJohnCarter,404355121,https://twitter.com/JudgeJohnCarter,
LiebnitzkyWayne,7.62322E+17,https://twitter.com/LiebnitzkyWayne,
MarcVeasey,20688358,https://twitter.com/MarcVeasey,
MorganForMI,8.48235E+17,https://twitter.com/MorganForMI,
RepRutherfordFL,8.28977E+17,https://twitter.com/RepRutherfordFL,
RothfusForPA,86936187,https://twitter.com/RothfusForPA,
TeamVisclosky,3282677347,https://twitter.com/TeamVisclosky,
WestermanAR,1592481150,https://twitter.com/WestermanAR,
bradyfortexas,570005456,https://twitter.com/bradyfortexas,
Babin4Congress,2249022318,https://twitter.com/Babin4Congress,
Castro4Congress,323440720,https://twitter.com/Castro4Congress,
JacksonLee18,102803873,https://twitter.com/JacksonLee18,
MikeBishopMI,37945547,https://twitter.com/MikeBishopMI,
MikeSimpson4ID,314223728,https://twitter.com/MikeSimpson4ID,
TomRiceSC7,720672102,https://twitter.com/TomRiceSC7,
larryrader2020,172874108,https://twitter.com/larryrader2020,
Negron4Congress,7.41426E+17,https://twitter.com/Negron4Congress,
AnnMcLaneKuster,89992368,https://twitter.com/AnnMcLaneKuster,
1776NotInVain,16164009,https://twitter.com/1776NotInVain,
AjaLBrown,1173297636,https://twitter.com/AjaLBrown,
AlyseGalvin,9.50839E+17,https://twitter.com/AlyseGalvin,
Annabelle4SC,38255316,https://twitter.com/Annabelle4SC,
Beeler4Congress,9.72306E+17,https://twitter.com/Beeler4Congress,
Brill4Congress,9.77272E+17,https://twitter.com/Brill4Congress,
CLVALIENTE4,9.24025E+17,https://twitter.com/CLVALIENTE4,
Carmen4Congress,9.50181E+17,https://twitter.com/Carmen4Congress,
ChrisPerriTX,8.16464E+17,https://twitter.com/ChrisPerriTX,
DerekKilmer,120518554,https://twitter.com/DerekKilmer,
